Course,Location,CRN,Course Title,Instructor,Days,Start Time,End Time,Est Enroll,Act Enroll
FYS 10101 10,1163 231,14071,Moreau First Year Experience,"Chan,Tsz Man Vanessa",M,10:30 AM,11:20 AM,19,19
FYS 10101 102,1163 231,14162,Moreau First Year Experience,"Johnstin,John",M,3:30 PM,4:20 PM,19,18
FYS 10101 21,1163 231,13999,Moreau First Year Experience,"Delph,Sarah",T,3:30 PM,4:20 PM,19,19
FYS 10101 53,1163 231,14068,Moreau First Year Experience,"Caponigro,Jerome",W,3:30 PM,4:20 PM,19,17
FYS 10101 59,1163 231,14018,Moreau First Year Experience,"Leis,Megan",R,3:30 PM,4:20 PM,19,19
FYS 10101 71,1163 231,14042,Moreau First Year Experience,"Donahue,Lauren",W,10:30 AM,11:20 AM,19,19
REG 50999 08,1163 231,21882,Registrar Placeholder,TBD,MTWRF,4:30 PM,10:00 PM,15,0
ROSP 10101 01,1163 231,11889,Beginning Spanish I,"Aguirre Alfaro,Ester",MWF,9:25 AM,10:15 AM,14,13
WR 13100 16,1163 231,15999,Writing and Rhetoric,"Schepers,Jacob",MWF,8:20 AM,9:10 AM,17,17
WR 13100 19,1163 231,16002,Writing and Rhetoric,"Schepers,Jacob",MWF,11:30 AM,12:20 PM,16,16
WR 13300 01,1163 231,13360,Multimedia Writing & Rhetoric,"McLaughlin,Erin",TR,11:00 AM,12:15 PM,16,16
WR 13300 03,1163 231,13359,Multimedia Writing & Rhetoric,"McLaughlin,Erin",TR,12:30 PM,1:45 PM,16,16
EALC 21211 02,1163 234,13629,Second Year Chinese I Drill,"Liu,Jincheng",TR,11:00 AM,11:50 AM,14,11
FYS 10101 122,1163 234,15952,Moreau First Year Experience,"Brennan,Ryan",F,12:50 PM,1:40 PM,19,19
FYS 10101 22,1163 234,13984,Moreau First Year Experience,"Weber,Tracy",F,8:20 AM,9:10 AM,19,17
FYS 10101 24,1163 234,14007,Moreau First Year Experience,"Lloyd,John",F,2:00 PM,2:50 PM,19,19
FYS 10101 47,1163 234,14055,Moreau First Year Experience,"Buckhanan,Joseph",T,3:30 PM,4:20 PM,19,19
FYS 10101 61,1163 234,13992,Moreau First Year Experience,"McManus,Justin",R,3:30 PM,4:20 PM,19,18
FYS 10101 77,1163 234,14035,Moreau First Year Experience,"Camilleri,Erin",F,11:35 AM,12:25 PM,19,19
FYS 10101 84,1163 234,14082,Moreau First Year Experience,"Kempf,William",M,3:30 PM,4:20 PM,19,19
FYS 10101 88,1163 234,14050,Moreau First Year Experience,"Espeseth,Drew",W,11:30 AM,12:20 PM,19,19
REG 50999 09,1163 234,21883,Registrar Placeholder,TBD,MTWRF,4:30 PM,10:00 PM,15,0
ROPO 30810 01,1163 234,20174,Brazilian Literature,"Bahia,Marcio",MW,12:30 PM,1:45 PM,16,12
WR 13100 04,1163 234,15472,Writing and Rhetoric,"Gerdon,Ian",MWF,9:25 AM,10:15 AM,17,17
WR 13100 15,1163 234,15998,Writing and Rhetoric,"Kaplan,Stacey",TR,9:30 AM,10:45 AM,16,16
WR 13100 20,1163 234,16003,Writing and Rhetoric,"Gerdon,Ian",MWF,10:30 AM,11:20 AM,17,17
FYS 10101 112,1163 242,14418,Moreau First Year Experience,"Schimmel,Eric",M,2:00 PM,2:50 PM,19,19
FYS 10101 14,1163 242,14060,Moreau First Year Experience,"Riemersma,Dan",F,11:35 AM,12:25 PM,19,19
FYS 10101 20,1163 242,14027,Moreau First Year Experience,"Ferguson,LaTonia",F,10:30 AM,11:20 AM,19,19
FYS 10101 27,1163 242,14065,Moreau First Year Experience,"Rossetti,Michael",T,3:30 PM,4:20 PM,19,19
FYS 10101 54,1163 242,14017,Moreau First Year Experience,"Roof,Ellen",W,8:20 AM,9:10 AM,19,18
FYS 10101 60,1163 242,14013,Moreau First Year Experience,"Rodriguez,Yvette",W,2:00 PM,2:50 PM,19,19
FYS 10101 74,1163 242,13997,Moreau First Year Experience,"Kelly,Taylor",R,3:30 PM,4:20 PM,19,19
FYS 10101 75,1163 242,14044,Moreau First Year Experience,"Hernandez,Paul",M,8:20 AM,9:10 AM,19,18
FYS 10101 95,1163 242,14031,Moreau First Year Experience,"Urbaniak,Michael",F,12:50 PM,1:40 PM,19,19
WR 13100 25,1163 242,16008,Writing and Rhetoric,"Hansen,Sally",MWF,9:25 AM,10:15 AM,17,17
WR 13300 02,1163 242,13142,Multimedia Writing & Rhetoric,"Clauss,Patrick",TR,12:30 PM,1:45 PM,16,16
WR 13300 04,1163 242,13362,Multimedia Writing & Rhetoric,"Clauss,Patrick",TR,2:00 PM,3:15 PM,16,16
WR 13300 08,1163 242,16034,Multimedia Writing & Rhetoric,"James,Whitney",TR,11:00 AM,12:15 PM,16,16
FYS 10101 127,1163 243,15957,Moreau First Year Experience,"Peloquin,David",W,11:30 AM,12:20 PM,19,15
FYS 10101 19,1163 243,14064,Moreau First Year Experience,"FitzGerald,Marianne",W,8:20 AM,9:10 AM,19,17
FYS 10101 23,1163 243,14046,Moreau First Year Experience,"Reaume,Bryan",M,11:30 AM,12:20 PM,19,19
FYS 10101 79,1163 243,14048,Moreau First Year Experience,"Mahon,Katharine",T,3:30 PM,4:20 PM,19,19
FYS 10101 83,1163 243,14079,Moreau First Year Experience,"Polotto,Anthony",R,3:30 PM,4:20 PM,19,19
FYS 10101 85,1163 243,14006,Moreau First Year Experience,"Vesprini,Norman",F,9:25 AM,10:15 AM,19,19
FYS 10101 92,1163 243,14075,Moreau First Year Experience,"Gelchion,Matthew",F,2:00 PM,2:50 PM,19,19
LLRO 61077 01,1163 243,11632,Practicum in Teaching Italian,"Blad-Miller,Alessia",M,8:20 AM,9:50 AM,16,8
ROSP 40774 01,1163 243,21279,Good Neighbors?,"Anderson,Thomas",MW,2:00 PM,3:15 PM,18,9
WR 13100 10,1163 243,13650,Writing and Rhetoric,"Capdevielle,Matthew",TR,9:30 AM,10:45 AM,16,16
WR 13100 12,1163 243,15995,Writing and Rhetoric,"Want,Joanna",TR,11:00 AM,12:15 PM,16,16
WR 13100 13,1163 243,15996,Writing and Rhetoric,"Want,Joanna",TR,12:30 PM,1:45 PM,16,16
WR 13200 01,1163 243,12809,Community Writing & Rhetoric,"Want,Joanna",TR,2:00 PM,3:15 PM,16,16
WR 13300 10,1163 243,21162,Multimedia Writing & Rhetoric,"Marvin,Michelle",MWF,10:30 AM,11:20 AM,17,17
CSLC 73002 01,1163 330,13916,Acad&Tech Writing Intl Grad St,"Oglesbee,Lisa",MW,8:00 AM,9:15 AM,16,11
EALK 21211 01,1163 330,13122,Second Year Korean I Drill,"Kang,Hana",MW,11:00 AM,12:15 PM,15,7
FYS 10101 02,1163 330,14005,Moreau First Year Experience,"Loso,Drew",F,3:30 PM,4:20 PM,19,17
FYS 10101 51,1163 330,14056,Moreau First Year Experience,"Malecki,Allison",F,10:30 AM,11:20 AM,19,19
FYS 10101 66,1163 330,13986,Moreau First Year Experience,"Orsini,Emily",M,3:30 PM,4:20 PM,19,19
FYS 10101 99,1163 330,14002,Moreau First Year Experience,"Grotegut,Chad",W,3:30 PM,4:20 PM,19,19
GRED 63801 01,1163 330,16470,Pedagogy Pract Coll Classroom,"Rudenga,Kristin",MW,2:00 PM,3:15 PM,19,9
ROSP 20202 08,1163 330,21558,Intermediate Spanish II,"Oswald,Katherine",MWF,9:25 AM,10:15 AM,18,17
THEO 13002 02,1163 330,13138,Hnrs Fdt of Theo: Biblcl/Hist,"Lehner,Ulrich",MW,12:30 PM,1:45 PM,18,18
WR 13100 06,1163 330,14903,Writing and Rhetoric,"Myers,Nathaniel",TR,3:30 PM,4:45 PM,16,16
WR 13100 08,1163 330,13649,Writing and Rhetoric,"Myers,Nathaniel",TR,12:30 PM,1:45 PM,16,16
WR 13100 09,1163 330,12808,Writing and Rhetoric,"Myers,Nathaniel",TR,2:00 PM,3:15 PM,16,16
WR 13300 07,1163 330,15544,Multimedia Writing & Rhetoric,"James,Whitney",TR,9:30 AM,10:45 AM,16,16
PHIL 13195 01,1165 215,11401,Honors Philosophy Seminar,"Blanchette,Patricia",TR,9:30 AM,10:45 AM,17,17
PHIL 83604 01,1165 220,20686,Love in Moral & Pol Theory,"Sullivan,Meghan",R,9:00 AM,11:45 AM,15,8
PHIL 93236 01,1165 220,20683,Mind and Mental Acts,"Cory,Therese",W,12:30 PM,3:15 PM,15,5
PHIL 93268 01,1165 220,20685,The Soul,"Kraus,Katharina",W,9:30 AM,12:15 PM,15,7
PHIL 93545 01,1165 220,20680,Metaphysics & Phil Logic,"Beall,Jeffrey",M,1:00 PM,3:45 PM,15,8
PHIL 93897 01,1165 220,20682,Rationality,"Callahan,Laura",T,9:00 AM,11:45 AM,15,7
PHIL 98696 01,1165 220,16370,Shut Up and Write,"Speaks,Jeffrey",W,3:30 PM,5:00 PM,19,0
ROFR 33501 01,1165 220,20188,Les Chants de Messe,"Toumayan,Alain",R,7:00 PM,8:15 PM,15,9
THEO 12001 04,1165 220,19916,Discussion - Foundatns of Theo,"Buccola,Jenny",F,10:30 AM,11:20 AM,25,25
THEO 83143 01,1165 220,21225,Earliest Interp Genesis-Exodus,"VanderKam,James",RF,12:30 PM,3:15 PM,15,11
PHIL 83603 01,1165 320,20684,Rawls,"Weithman,Paul",M,3:30 PM,6:15 PM,15,7
THEO 48005 01,1165 320,11673,Honors Research,"Jensen,Robin",F,5:05 PM,5:55 PM,11,10
THEO 60948 01,1165 320,10238,Preaching I,"Connors,Michael",F,1:30 PM,4:30 PM,18,15
THEO 60949 01,1165 320,10898,Preaching II,"Bosso,Stephen",F,9:00 AM,12:00 PM,16,16
THEO 65931 01,1165 320,14334,Theo Integration for Ministry,"Ruvalcaba,Rebecca",MW,9:30 AM,10:45 AM,16,16
THEO 65933 01,1165 320,11124,Evangelization and Catechesis,"Ruvalcaba,Rebecca",MW,11:00 AM,12:15 PM,16,16
THEO 83661 01,1165 320,19843,Theology & Global Ethics,"Lantigua,David",W,3:30 PM,6:15 PM,15,5
FTT 21001 01,1166 110,10513,Acting: Process,"Kresny,Carys",MW,12:30 PM,1:45 PM,12,9
FTT 30465 01,1166 110,20416,Sports and Television,"Becker,Christine",MW,2:00 PM,3:15 PM,15,14
FTT 30706 02,1166 110,21041,Musical Theatre History,"Stewart,Stacey",MW,9:30 AM,10:45 AM,12,12
FTT 30714 01,1166 110,20413,World Theatre:,"Chun,Tarryn",MW,11:00 AM,12:15 PM,12,9
FTT 30800 01,1166 145,20412,Scenic Painting,"Stephens,Marcus",TR,12:30 PM,1:45 PM,9,9
FTT 30238 01,1166 211,15401,Writing the Short Film,"Brown,Terrance",TR,2:00 PM,3:15 PM,12,12
FTT 40046 01,1166 211,20408,Writing the TV Drama,"Brown,Terrance",TR,12:30 PM,1:45 PM,10,8
FTT 43610 01,1166 211,13421,Senior Thesis Workshop,"Ohmer,Susan",F,1:00 PM,2:00 PM,10,8
FTT 30709 01,1166 213,21450,Theatre Management Seminar,"Dreyer,Kevin",F,2:00 PM,4:00 PM,12,7
FTT 31201 01,1166 213,15403,Global Cinema I Lab,"Wojcik,Pamela",T,5:00 PM,7:30 PM,38,32
FTT 13182 01,1166 B019,15396,Fine Arts University Seminar,"Stephens,Marcus",TR,11:00 AM,12:15 PM,16,15
FTT 20703 01,1166 B019,20710,Theatrical Production,"Cole,Clayton",TR,9:30 AM,10:45 AM,14,14
FTT 30802 01,1166 B019,17348,Lighting Design,"Dreyer,Kevin",MW,9:30 AM,10:45 AM,12,9
FTT 21005 01,1166 B024,20420,Viewpoints for Actors/Direct,"Kresny,Carys",MW,11:00 AM,12:15 PM,12,7
FTT 30708 01,1166 B024,17346,Performance Techniques,"Hawkins,Matthew",TR,2:00 PM,3:15 PM,8,8
FTT 31001 01,1166 B024,20411,Acting: Character,"Scott,Siiri",MW,12:30 PM,1:45 PM,10,8
FTT 40024 01,1166 B024,21342,MT Lab:Analyze Create Musical,"Hawkins,Matthew",TR,3:30 PM,4:45 PM,12,8
FTT 40410 01,1166 B042,21002,Intermediate Filmmaking,"Donaruma,William",TR,11:00 AM,12:15 PM,14,13
FTT 40411 01,1166 B042,12403,Documentary Video Production,"Mandell,Theodore",MW,11:00 AM,12:15 PM,15,14
FTT 11182 01,1166 B043,20421,FineArtsUniversity Seminar Lab,"Ohmer,Susan",W,8:00 PM,10:30 PM,15,1
FTT 13182 02,1166 B043,15397,Fine Arts University Seminar,"Ohmer,Susan",TR,2:00 PM,3:15 PM,17,17
FTT 30408 01,1166 B043,20417,Video Essays,"Payne,Matthew",MW,2:00 PM,3:15 PM,12,9
FTT 41469 01,1166 B043,20971,Cold War Media Culture Lab,"Kackman,Michael",M,5:00 PM,7:30 PM,13,13
AME 60731 01,1192 319,19991,Surface Flow Measurement,"Sakaue,Hirotaka",TR,11:00 AM,12:15 PM,19,6
IIPS 80103 01,1192 319,13167,Peace Studies: Org the Field,"Hughes,Caroline",M,11:00 AM,1:45 PM,16,7
REG 50999 11,1192 319,21885,Registrar Placeholder,TBD,MTWR,3:30 PM,10:00 PM,30,0
AS 11101 01,1193 101,11330,Leadership Laboratory,"Trombley,Anthony",T,3:30 PM,5:30 PM,50,20
BIOS 10169 04,1193 101,16588,Biology I: Big Questions Mod 1,"Hyde,David",MWF,12:50 PM,1:40 PM,75,75
BIOS 10170 04,1193 101,15238,Biology I: Big Questions Mod 2,"Hyde,David",MWF,12:50 PM,1:40 PM,75,74
BIOS 30344 01,1193 101,10882,Vertebrate (Human) Physiology,"Robichaud,Jennifer",TR,11:00 AM,12:15 PM,140,133
CHEM 10171 02,1193 101,12135,Intro to Chemical Principles,"Del Valle,Susan",MWF,9:25 AM,10:15 AM,235,230
CHEM 10171 03,1193 101,12136,Intro to Chemical Principles,"Sevov,Slavi",MWF,10:30 AM,11:20 AM,236,232
CHEM 10171 04,1193 101,12137,Intro to Chemical Principles,"Kessler,Julie",MWF,11:30 AM,12:20 PM,235,208
CHEM 23212 01,1193 101,20229,Biochemistry Seminar,"Huber,Paul",T,12:30 PM,1:20 PM,65,59
CHEM 30333 01,1193 101,10953,Analytical Chemistry I,"Champion,Matthew",TR,9:30 AM,10:45 AM,120,85
CHEM 63603 01,1193 101,11450,Res. Perspectives/Chem&Biochem,"Baker,Brian",TR,7:00 PM,8:15 PM,49,37
MATH 10560 03,1193 101,11591,Calculus II,"Mulholland,Kathryn",MWF,2:00 PM,2:50 PM,62,60
NSCI 41000 01,1193 101,11764,Drill/Leadership Laboratory,"Pantoja,Ruben",W,5:00 PM,7:00 PM,140,104
CHEM 41443 01,1193 104,12104,Advanced Inorganic Chem Lab,"Moasser,Bahram",TR,2:00 PM,5:30 PM,30,15
CHEM 41443 02,1193 104,13182,Advanced Inorganic Chem Lab,"Moasser,Bahram",MW,2:00 PM,5:30 PM,0,0
BIOS 20250 01,1193 105,11208,Classical & Molecular Genetics,"Hyde,David",MWF,8:20 AM,10:05 AM,90,79
BIOS 30301 01,1193 105,16327,Embryology,"Kolberg,Kathleen",TR,2:00 PM,3:15 PM,119,52
BIOS 30344 02,1193 105,18421,Vertebrate (Human) Physiology,"Wingert,Rebecca",TR,9:30 AM,10:45 AM,130,90
CHEM 10181 01,1193 105,11671,Intro to Chemical Principles,"Brown,Seth",MWF,10:30 AM,11:20 AM,120,72
CHEM 12181 01,1193 105,11672,Intro to Chem Prin- Tutorial,"Brown,Seth",W,4:05 PM,4:55 PM,120,72
MATH 20550 05,1193 105,12294,Calculus III,"Szekelyhidi,Sonja Mapes",MWF,2:00 PM,2:50 PM,72,70
CHEM 31333 01,1193 106,10651,Analytical Chemistry I Lab,"Miller,Douglas",M,2:00 PM,6:00 PM,28,27
CHEM 31333 02,1193 106,10652,Analytical Chemistry I Lab,"Miller,Douglas",W,2:00 PM,6:00 PM,28,23
CHEM 31333 03,1193 106,10954,Analytical Chemistry I Lab,"Miller,Douglas",F,2:00 PM,6:00 PM,0,0
CHEM 31333 04,1193 106,14523,Analytical Chemistry I Lab,"Miller,Douglas",T,2:00 PM,6:00 PM,28,28
CHEM 31333 05,1193 106,18272,Analytical Chemistry I Lab,"Miller,Douglas",R,2:00 PM,6:00 PM,28,5
BIOS 11173 02,1193 118,15254,Biological Investigations Lab,"Lewis,Kristin",M,2:00 PM,5:00 PM,28,28
BIOS 11173 05,1193 118,15252,Biological Investigations Lab,"Lewis,Kristin",T,9:30 AM,12:25 PM,28,28
BIOS 11173 08,1193 118,15245,Biological Investigations Lab,"Olsen,T. Mark",T,2:00 PM,5:00 PM,28,28
BIOS 11173 11,1193 118,15250,Biological Investigations Lab,"Olsen,T. Mark",W,2:00 PM,5:00 PM,28,28
BIOS 11173 14,1193 118,15260,Biological Investigations Lab,"Montanez-Gonzalez,Raquel",R,9:30 AM,12:25 PM,28,28
BIOS 11173 17,1193 118,15259,Biological Investigations Lab,"Olsen,T. Mark",R,2:00 PM,5:00 PM,28,27
BIOS 11173 20,1193 118,21643,Biological Investigations Lab,"Rudenga,Benjamin",W,6:30 PM,9:30 PM,28,26
BIOS 11173 03,1193 124,15253,Biological Investigations Lab,"Lewis,Kristin",M,2:00 PM,5:00 PM,28,26
BIOS 11173 06,1193 124,15244,Biological Investigations Lab,"Lewis,Kristin",T,9:30 AM,12:25 PM,28,28
BIOS 11173 09,1193 124,15246,Biological Investigations Lab,"Olsen,T. Mark",T,2:00 PM,5:00 PM,28,28
BIOS 11173 12,1193 124,15247,Biological Investigations Lab,"Olsen,T. Mark",W,2:00 PM,5:00 PM,30,30
BIOS 11173 15,1193 124,15251,Biological Investigations Lab,"Montanez-Gonzalez,Raquel",R,9:30 AM,12:25 PM,28,28
BIOS 11173 18,1193 124,15249,Biological Investigations Lab,"Olsen,T. Mark",R,2:00 PM,5:00 PM,28,28
BIOS 11173 21,1193 124,21644,Biological Investigations Lab,"Rudenga,Benjamin",W,6:30 PM,9:30 PM,28,27
BIOS 11173 01,1193 130,15258,Biological Investigations Lab,"Lewis,Kristin",M,2:00 PM,5:00 PM,30,30
BIOS 11173 04,1193 130,15243,Biological Investigations Lab,"Lewis,Kristin",T,9:30 AM,12:25 PM,30,29
BIOS 11173 07,1193 130,15255,Biological Investigations Lab,"Olsen,T. Mark",T,2:00 PM,5:00 PM,28,28
BIOS 11173 10,1193 130,15248,Biological Investigations Lab,"Olsen,T. Mark",W,2:00 PM,5:00 PM,30,29
BIOS 11173 13,1193 130,15257,Biological Investigations Lab,"Montanez-Gonzalez,Raquel",R,9:30 AM,12:25 PM,30,30
BIOS 11173 16,1193 130,15256,Biological Investigations Lab,"Olsen,T. Mark",R,2:00 PM,5:00 PM,30,30
BIOS 11173 19,1193 130,21642,Biological Investigations Lab,"Rudenga,Benjamin",W,6:30 PM,9:30 PM,28,25
BIOS 30404 01,1193 142,20979,Vertebrate Biology,"Larson,Joanna",TR,11:00 AM,12:15 PM,15,14
BIOS 31404 01,1193 142,21033,Vertebrate Biology Laboratory,"Larson,Joanna",R,2:00 PM,5:00 PM,15,14
BIOS 31312 01,1193 143,10643,General Ecology Laboratory,"Chaloner,Dominic",T,2:00 PM,5:30 PM,14,11
BIOS 31312 02,1193 143,10642,General Ecology Laboratory,"Chaloner,Dominic",W,2:00 PM,5:30 PM,14,11
BIOS 31312 03,1193 143,13157,General Ecology Laboratory,"Chaloner,Dominic",R,2:00 PM,5:30 PM,14,11
BIOS 40491 01,1193 145,20248,Current Topics in Environ Sci,"Chaloner,Dominic",TR,12:30 PM,1:45 PM,22,15
BIOS 60562 01,1193 146,20243,Aquatic Insects,"Hellenthal,Ronald",TR,9:30 AM,10:45 AM,12,12
BIOS 61562 01,1193 146,20235,Aquatic Insects Laboratory,"Hellenthal,Ronald",M,2:00 PM,5:00 PM,8,8
CHEM 31341 01,1193 201,11296,Fundamentals of Biochem Lab,"Goodenough-Lashua,DeeAnne",TR,9:30 AM,12:15 PM,16,11
CHEM 31341 02,1193 201,10016,Fundamentals of Biochem Lab,"Goodenough-Lashua,DeeAnne",TR,2:00 PM,4:45 PM,18,18
BIOS 21250 02,1193 203,11842,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",M,2:00 PM,5:30 PM,16,14
BIOS 21250 04,1193 203,11843,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",T,2:00 PM,5:30 PM,16,14
BIOS 21250 08,1193 203,11844,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",R,2:00 PM,5:30 PM,16,13
BIOS 21250 01,1193 205,11207,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",M,2:00 PM,5:30 PM,16,11
BIOS 21250 03,1193 205,11206,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",T,2:00 PM,5:30 PM,16,14
BIOS 21250 07,1193 205,11205,Classcl & Moleclr Genetics Lab,"Whaley,Michelle",R,2:00 PM,5:30 PM,16,15
NSBH 21450 01,1193 206,16297,Neuroscience and Behavior Lab,"Calhoun,Barbara",T,2:00 PM,5:00 PM,32,30
NSBH 21450 02,1193 206,16298,Neuroscience and Behavior Lab,"Calhoun,Barbara",W,2:00 PM,5:00 PM,32,32
NSBH 21450 03,1193 206,18288,Neuroscience and Behavior Lab,"Michael,Nancy",R,2:00 PM,5:00 PM,32,32
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 50,1193 209/213,10353,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,45
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 51,1193 209/213,10350,Engineering Physics II Lab,"Brodeur,Maxime",R,10:00 AM,12:00 PM,72,31
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 60,1193 209/213,14770,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,72,67
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 61,1193 209/213,10351,Engineering Physics II Lab,"Brodeur,Maxime",R,12:30 PM,2:30 PM,73,72
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 70,1193 209/213,14769,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,73,73
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 11320 71,1193 209/213,10352,Engineering Physics II Lab,"Brodeur,Maxime",R,3:30 PM,5:30 PM,72,68
PHYS 21210 03,1193 209/213,14776,Physics for Life Sci I Lab,"Mechtenberg,Abigail",T,10:00 AM,12:00 PM,80,37
PHYS 21210 04,1193 209/213,14778,Physics for Life Sci I Lab,"Mechtenberg,Abigail",T,12:30 PM,2:30 PM,80,62
PHYS 21210 05,1193 209/213,14777,Physics for Life Sci I Lab,"Mechtenberg,Abigail",T,3:30 PM,5:30 PM,80,68
PHYS 21210 06,1193 209/213,14775,Physics for Life Sci I Lab,"Mechtenberg,Abigail",W,3:30 PM,5:30 PM,80,24
PHYS 21210 07,1193 209/213,21388,Physics for Life Sci I Lab,"Mechtenberg,Abigail",W,12:50 PM,2:50 PM,80,37
PHYS 21220 01,1193 209/213,15276,Physics for Life Sci II Lab,"Mechtenberg,Abigail",M,2:00 PM,4:00 PM,80,73
PHYS 21220 02,1193 209/213,15275,Physics for Life Sci II Lab,"Mechtenberg,Abigail",M,6:00 PM,8:00 PM,80,29
PHYS 11411 01,1193 213,11286,Physics A Lab,"Loughran,Thomas",F,2:00 PM,4:00 PM,48,33
BIOS 31401 01,1193 231,11204,Principles of Microbiology Lab,"Vaughan,Patricia",MW,2:00 PM,3:55 PM,16,10
BIOS 31401 02,1193 231,13159,Principles of Microbiology Lab,"Vaughan,Patricia",TR,2:00 PM,3:55 PM,16,12
CHEM 11171 11,1193 302/326,12545,Chemical Principles Laboratory,"Wietstock,Steven",T,6:30 PM,9:15 PM,72,53
PHYS 41441 01,1193 308,11035,Modern Physics I Laboratory,"Zech,William",TR,2:00 PM,5:00 PM,30,26
BIOS 40565 01,1193 310,21314,Clinical Research Rare Disease,"Calhoun,Barbara",TR,11:00 AM,12:15 PM,20,18
CHEM 23203 01,1193 322,13326,Chemistry Seminar,"Sevov,Slavi",R,2:00 PM,2:50 PM,12,12
CHEM 23203 02,1193 322,13325,Chemistry Seminar,"Smith,Bradley",F,12:50 PM,1:40 PM,12,12
CHEM 23203 03,1193 322,13324,Chemistry Seminar,"Peng,Jeffrey",F,2:00 PM,2:50 PM,12,12
