Course,Location,CRN,Course Title,Instructor,Days,Start Time,End Time,Est Enroll,Act Enroll
CLAS 53100 01,1052 200,17226,Honors Seminar,"Schlegel,Catherine",MR,5:05 PM,6:20 PM,9,4
ENGL 13186 16,1052 200,18330,Literature University Seminar,"Joshua,Essaka",TR,11:00 AM,12:15 PM,16,16
PLS 13186 01,1052 200,11457,Literature University Seminar,"Bordogna,Francesca",MW,2:00 PM,3:15 PM,16,14
PLS 13186 02,1052 200,13300,Literature University Seminar,"Bordogna,Francesca",MW,3:30 PM,4:45 PM,16,14
PLS 43101 02,1052 200,12298,Great Books Seminar V,"Planinc,Emma",TR,1:05 PM,2:45 PM,13,11
PLS 43101 03,1052 200,12602,Great Books Seminar V,"Planinc,Emma",TR,3:25 PM,5:05 PM,14,13
ROIT 42115 02,1052 200,21877,Dante I LAC Discussion Group,"Sparrow,Katie",W,10:00 AM,11:00 AM,8,0
ROIT 53000 01,1052 200,14809,Italian Seminar,"Leavitt,Charles",MW,12:30 PM,1:45 PM,18,6
THEO 48006 02,1052 200,15444,Honors Colloquium,"Jensen,Robin",W,5:00 PM,6:00 PM,6,4
AMST 13184 01,1052 201,14735,History University Seminar,"Cummings,Kathleen",TR,11:00 AM,12:15 PM,16,16
CLAS 63019 01,1052 201,20582,Greek History Seminar,"Baron,Christopher",M,3:30 PM,6:15 PM,12,8
CLAS 63500 01,1052 201,21493,M.A. Proseminar,"Hernandez,David",W,4:00 PM,4:50 PM,10,6
PHIL 43226 01,1052 201,20871,The Philosophy of Edith Stein,"McDaniel,Kristopher",MW,2:00 PM,3:15 PM,18,12
PSY 30160 02,1052 201,11082,Methods for Behavioral Science,"Nelson,Niccole",TR,2:00 PM,3:15 PM,30,30
ROFR 63950 01,1052 201,20184,Existentialism to Ethics,"Toumayan,Alain",T,3:30 PM,6:15 PM,15,6
THEO 10001 11,1052 201,13356,Found of Theo: Biblcl Historcl,"Anderson,Kirsten",MWF,9:25 AM,10:15 AM,30,29
THEO 10001 14,1052 201,19927,Found of Theo: Biblcl Historcl,"Chike,Julian",MWF,11:30 AM,12:20 PM,30,30
CLAS 22202 03,1052 202,20589,Roman History I Discussion grp,"Resnick,Hannah",F,10:30 AM,11:20 AM,16,13
IIPS 33101 01,1052 202,20052,Perspectives on Peacebuilding,"Verdeja,Ernesto",TR,2:00 PM,3:15 PM,19,10
PHIL 13185 03,1052 202,16147,Philosophy University Seminar,"Watson,Stephen",TR,3:30 PM,4:45 PM,16,16
PHIL 13185 04,1052 202,20359,Philosophy University Seminar,"Watson,Stephen",TR,5:05 PM,6:20 PM,16,14
PLS 43101 01,1052 202,13301,Great Books Seminar V,"Fallon,Stephen",MW,1:05 PM,2:45 PM,14,13
POLS 60226 01,1052 202,20448,International Security,"Desch,Michael",W,3:30 PM,6:15 PM,14,10
PSY 60320 01,1052 202,12781,Psychological Assessment I,"Watson,David",TR,12:30 PM,1:45 PM,19,7
ROIT 63780 01,1052 202,20175,After the Flood: Postwar Italy,"Leavitt,Charles",M,3:30 PM,6:15 PM,15,8
ROSP 40864 01,1052 202,20163,Colonial Renegades in Yucatán,"Jauregui,Carlos",MW,11:00 AM,12:15 PM,18,6
THEO 13002 01,1052 202,13139,Hnrs Fdt of Theo: Biblcl/Hist,"Kollman,Paul",MW,9:30 AM,10:45 AM,18,6
ENGL 92004 01,1052 204A,12158,Job Practicum,"Da,Nan",T,11:00 AM,12:15 PM,12,10
FYS 10101 105,1052 204A,14166,Moreau First Year Experience,"Sanchez-Ossorio,Devon",M,11:30 AM,12:20 PM,19,18
FYS 10101 39,1052 204A,14025,Moreau First Year Experience,"Akatu,Akatu",W,11:30 AM,12:20 PM,19,15
GE 43300 01,1052 204A,16025,Seminar in German Studies,"DellaRossa,Denise",TR,12:30 PM,1:45 PM,10,7
MGA 60206 01,1052 204A,20296,Environmental Policy,"Miller,Daniel",TR,3:30 PM,4:45 PM,17,14
ROSP 20202 04,1052 204A,12420,Intermediate Spanish II,"Parroquin,Rachel",MWF,2:00 PM,2:50 PM,16,16
RU 22103 01,1052 204A,20624,Intermediate Russian Tutorial,"Iusupova,Sabina",F,11:30 AM,12:20 PM,19,6
EALC 50551 01,1052 206,21160,5th Yr Readings in Chinese I,"Zhang,Jin",W,3:30 PM,4:20 PM,15,0
FYS 10101 117,1052 206,15505,Moreau First Year Experience,"Caron Gebhardt,Christine",R,9:30 AM,10:20 AM,19,19
FYS 10101 86,1052 206,14052,Moreau First Year Experience,"Retartha,Ryan",T,9:30 AM,10:20 AM,19,19
ROIT 10101 01,1052 206,10233,Beginning Italian I,"Marcantonio,Lesley Grace",MWF,8:20 AM,9:10 AM,18,16
ROIT 10101 04,1052 206,13749,Beginning Italian I,"Marcantonio,Lesley Grace",MWF,11:30 AM,12:20 PM,18,18
WR 13100 02,1052 206,14325,Writing and Rhetoric,"Shumake,Jessica",TR,2:00 PM,3:15 PM,16,16
WR 13100 03,1052 206,12806,Writing and Rhetoric,"Shumake,Jessica",TR,3:30 PM,4:45 PM,16,16
WR 13100 11,1052 206,15335,Writing and Rhetoric,"Shumake,Jessica",TR,11:00 AM,12:15 PM,16,16
ENGL 90092 01,1052 207,17330,Practicum:Tchng Creative Wrtng,"Van Der Vliet Oloomi,Azareen",W,3:30 PM,4:45 PM,12,10
FYS 10101 15,1052 207,14028,Moreau First Year Experience,"Jones,Mary",T,9:30 AM,10:20 AM,19,18
PHIL 30304 02,1052 207,20841,Gateway Seminar,"Jech,Alexander",TR,11:00 AM,12:15 PM,16,10
WR 13300 11,1052 207,21347,Multimedia Writing & Rhetoric,"Dale,Isaih",TR,3:30 PM,4:45 PM,16,16
PHIL 10101 04,1052 208,20781,Introduction to Philosophy,"Duarte,Shane",TR,11:00 AM,12:15 PM,18,16
PHIL 10101 05,1052 208,20782,Introduction to Philosophy,"Duarte,Shane",TR,12:30 PM,1:45 PM,18,17
PLS 30301 02,1052 208,11075,Ethics,"Reydams-Schils,Gretchen",MW,3:30 PM,4:45 PM,20,11
ROSP 10101 03,1052 208,11522,Beginning Spanish I,"Williams,Shauna",TR,2:00 PM,3:15 PM,14,13
EALJ 11111 01,1052 209,14828,First Year Japanese I Drill,"Fuse,Naoki",TR,9:30 AM,10:20 AM,15,9
ENGL 13186 02,1052 209,13825,Literature University Seminar,"Betz,Laura",TR,12:30 PM,1:45 PM,16,16
ENGL 13186 07,1052 209,13824,Literature University Seminar,"Duffy,John",TR,2:00 PM,3:15 PM,16,16
GE 10102 01,1052 209,13143,Beginning German II,"DellaRossa,Denise",F,12:50 PM,1:40 PM,19,11
GE 10102 01,1052 209,13143,Beginning German II,"DellaRossa,Denise",MW,12:30 PM,1:45 PM,19,11
RU 40003 01,1052 209,20625,Tour Across Russia,"Iusupova,Sabina",W,3:30 PM,4:20 PM,19,8
PLS 20301 01,1052 210,11071,Philosophical Inquiry,"Robichaud,Denis",TR,9:30 AM,10:45 AM,22,16
PLS 23101 01,1052 210,10003,Great Books Seminar I,"Bugyis,Katie",MW,1:05 PM,2:45 PM,15,9
PLS 23102 02,1052 210,20028,Great Books Seminar II,"Klee,Richard",MW,3:25 PM,5:05 PM,15,6
PLS 30301 01,1052 210,11074,Ethics,"Reydams-Schils,Gretchen",TR,11:00 AM,12:15 PM,20,19
PLS 30501 01,1052 210,11776,Music and Meaning,"Chowrimootoo,Christopher",MW,9:30 AM,10:45 AM,20,11
PLS 30501 02,1052 210,13589,Music and Meaning,"Chowrimootoo,Christopher",MW,11:00 AM,12:15 PM,20,18
PLS 33101 02,1052 210,14321,Great Books Seminar III,"Munzel,G. Felicitas",TR,3:25 PM,5:05 PM,15,11
PLS 33102 01,1052 210,13144,Great Books Seminar IV,"Marvin,Julia",TR,1:05 PM,2:45 PM,15,14
PLS 20201 01,1052 214,10127,Literature I: The Lyric Poem,"Schepers,Jacob",MW,9:30 AM,10:45 AM,25,22
PLS 20201 02,1052 214,11073,Literature I: The Lyric Poem,"Marvin,Julia",TR,9:30 AM,10:45 AM,22,20
PLS 20301 02,1052 214,11072,Philosophical Inquiry,"Munzel,G. Felicitas",TR,11:00 AM,12:15 PM,23,23
PLS 23102 01,1052 214,12398,Great Books Seminar II,"Radde-Gallwitz,Andrew",TR,1:05 PM,2:45 PM,15,14
PLS 30411 01,1052 214,11567,Sci Inq: Theories & Practices,"Gummess,Matthew",TR,3:30 PM,4:45 PM,20,14
PLS 30411 02,1052 214,11568,Sci Inq: Theories & Practices,"Baker,Tawrin",MW,3:30 PM,4:45 PM,20,14
PLS 33101 01,1052 214,11076,Great Books Seminar III,"Klee,Richard",MW,1:05 PM,2:45 PM,15,14
PLS 40301 01,1052 214,11153,Christian Theological Tradtn,"Bugyis,Katie",MW,11:00 AM,12:15 PM,22,19
ALHN 13950 02,1052 345,10515,Honors Seminar,"Monta,Susannah",TR,12:30 PM,1:45 PM,14,14
FYS 10101 113,1052 345,14419,Moreau First Year Experience,"Sanchez,Samuel",M,2:00 PM,2:50 PM,19,19
FYS 10101 98,1052 345,14058,Moreau First Year Experience,"Mulholland,Brian",R,3:30 PM,4:20 PM,19,19
PSY 43800 01,1052 345,13884,Senior Honors Thesis,"Ammerman,Brooke",W,3:30 PM,6:00 PM,17,9
ROSP 10101 04,1052 345,21442,Beginning Spanish I,"Vezeau,Aileen",MWF,9:25 AM,10:15 AM,14,13
ROSP 10102 08,1052 345,21444,Beginning Spanish II,"Venturini Corbellini,Joaquin",MWF,11:30 AM,12:20 PM,18,15
RU 42101 01,1052 345,21458,Advanced Russian I Tutorial,"Iusupova,Sabina",M,3:45 PM,4:45 PM,19,6
CBE 63001 01,1076 107,10946,Graduate Seminar,"Schaefer,Jennifer",TR,12:30 PM,1:45 PM,150,124
MSL 41001 01,1076 107,14423,Military Leadership Lab I,"Flott,Nora",T,3:30 PM,5:30 PM,120,65
PHIL 10111 01,1076 107,15323,God and the Good Life,"Blaschko,Paul",MW,9:25 AM,10:15 AM,151,151
PHIL 10111 02,1076 107,14552,God and the Good Life,"Christy,Justin",MW,12:50 PM,1:40 PM,150,150
PHIL 10111 03,1076 107,16146,God and the Good Life,"Zhao,Michael",MW,11:30 AM,12:20 PM,151,150
PHIL 13195 06,1076 107,11962,Honors Philosophy Seminar,"Bernstein,Sara",TR,2:00 PM,3:15 PM,17,17
PHIL 20111 01,1076 107,20356,God and the Good Life,"Blaschko,Paul",MW,10:30 AM,11:20 AM,150,148
THEO 10002 01,1076 107,13135,Found of Theo: Biblcl Historcl,"Lincicum,David",TR,9:30 AM,10:45 AM,120,118
BIOS 46490 01,1076 201C,12971,Biol Honors Research Seminar,"Stark,Amy",F,3:00 PM,5:00 PM,10,0
ENGL 90727 01,1076 201C,19936,Rethinking U.S. Fiction,"Robles,Francisco",W,3:30 PM,6:15 PM,12,12
ESS 43640 02,1076 201C,13110,Seminar Educational Research,"Dallavis,Julie",TR,9:30 AM,10:45 AM,10,7
ESS 43640 03,1076 201C,15990,Seminar Educational Research,"Kloser,Matthew",MW,11:00 AM,12:15 PM,10,9
ROSP 63010 01,1076 201C,14890,Intro Thry Rsrch Hispanic Lit,"Jauregui,Carlos",M,3:30 PM,6:15 PM,12,8
THEO 67801 01,1076 201C,13302,Faith and Traditions,"Mathews,Michael",TR,8:00 AM,9:15 AM,10,9
EALJ 30362 02,1076 247,16625,3rd Year Listening in Japanese,"Hanabusa,Noriko",R,12:30 PM,1:20 PM,7,4
BIOS 60571 02,1080 115B,13663,Topics in Physiology,"Ravosa,Matthew",T,2:00 PM,3:30 PM,10,4
BIOS 60581 01,1080 115B,10132,Graduate Seminar,"Rocha,Adrian",F,3:00 PM,4:00 PM,40,14
BIOS 90590 01,1080 190,18111,Grantsmanship,"Besansky,Nora",M,4:00 PM,6:00 PM,9,7
BIOS 10169 01,1080 283,16585,Biology I: Big Questions Mod 1,"Archie,Elizabeth",MWF,12:50 PM,1:40 PM,75,74
BIOS 10170 01,1080 283,15237,Biology I: Big Questions Mod 2,"Archie,Elizabeth",MWF,12:50 PM,1:40 PM,75,73
BIOS 30341 01,1080 283,10620,Cell Biology,"Datta,Anjuli",MWF,10:30 AM,11:20 AM,110,62
BIOS 40436 01,1080 283,14761,Intro to Mol and Med Pharma,"Lu,Xuemin",TR,12:30 PM,1:45 PM,51,44
BIOS 60601 01,1080 283,12586,Global Health Colloquium,"Koepfli,Cristian",W,4:00 PM,5:00 PM,90,22
BIOS 67500 01,1080 283,11897,Biological Sciences Colloquium,"Rohr,Jason",MTWRF,3:30 PM,4:45 PM,40,0
BIOS 67500 02,1080 283,11427,Biological Sciences Colloquium,"Rohr,Jason",MTWRF,5:00 PM,6:00 PM,40,4
CSE 30246 01,1080 283,21216,Database Concepts,"Weninger,Timothy",MWF,9:25 AM,10:15 AM,110,95
ACMS 40640 01,1082 117,20286,Artificial Neural Networks,"Rosenbaum,Robert",TR,9:30 AM,10:45 AM,40,20
ACMS 40760 01,1082 117,15186,Intro Stochastic Modeling,"Schiavazzi,Daniele",MW,12:30 PM,1:45 PM,50,36
AME 20211 01,1082 117,10598,Introduction to Aeronautics,"Jumper,Eric",MWF,10:30 AM,11:20 AM,65,57
EE 67057 01,1082 117,16916,Ultrafast & Nonlinear Photonic,"Burghoff,David",TR,2:00 PM,3:15 PM,15,4
MATH 10250 01,1082 117,11008,Elements of Calculus I,"Cooper,Yaim",MWF,5:05 PM,5:55 PM,70,20
MATH 10250 04,1082 117,11963,Elements of Calculus I,"Alexandrou,Alex Himonas",MWF,2:00 PM,2:50 PM,65,64
MATH 10360 02,1082 117,13080,Calculus B,"Lim,ChongKeat Arthur",MWF,9:25 AM,10:15 AM,60,55
MATH 10550 06,1082 117,13330,Calculus I,"Pilkington,Anne",MWF,11:30 AM,12:20 PM,72,56
MATH 12350 52,1082 117,13870,Calculus A Tutorial,"Boustany,Karim",R,5:05 PM,5:55 PM,41,30
MATH 12550 41,1082 117,12542,Calculus I Tutorial,"Gimenez,Harrison",T,3:30 PM,4:20 PM,36,32
MATH 20550 07,1082 117,13337,Calculus III,"Riedl,Eric",MWF,3:30 PM,4:20 PM,70,44
MATH 22550 11,1082 117,10487,Calculus III Tutorial,"Beck,Justin",R,12:30 PM,1:20 PM,35,30
MATH 30650 02,1082 117,10231,Differential Equations,"Trampel,Kurt",MWF,8:20 AM,9:10 AM,65,59
MATH 40720 01,1082 125,20265,Topics in Algebra,"VandeBogert,Keller",MWF,2:00 PM,2:50 PM,30,3
MATH 40740 01,1082 125,14390,Topology,"Pinzon Caicedo,Juanita",MWF,12:50 PM,1:40 PM,20,15
MATH 60330 01,1082 125,12297,Basic Geometry And Topology,"Stolz,Stephan",MWF,11:30 AM,12:20 PM,25,8
MATH 60510 01,1082 125,11237,Basic Modern Logic I,"Cholak,Peter",MWF,10:30 AM,11:20 AM,25,3
MATH 80510 01,1082 125,11022,Topics in Mathematical Logic,"Cholak,Peter",MWF,9:25 AM,10:15 AM,20,7
MATH 93990 01,1082 125,11661,Research Seminar,"Hind,Richard",T,9:30 AM,10:45 AM,30,0
MATH 93990 02,1082 125,11662,Research Seminar,"Hind,Richard",T,11:00 AM,12:15 PM,30,0
MATH 93990 03,1082 125,11663,Research Seminar,"Hind,Richard",T,12:30 PM,1:45 PM,30,0
MATH 93990 04,1082 125,11664,Research Seminar,"Hind,Richard",T,2:00 PM,3:15 PM,30,0
MATH 93990 05,1082 125,11665,Research Seminar,"Hind,Richard",T,3:30 PM,4:45 PM,30,0
MATH 93990 06,1082 125,11666,Research Seminar,"Hind,Richard",R,9:30 AM,10:45 AM,30,0
MATH 93990 07,1082 125,11667,Research Seminar,"Hind,Richard",R,11:00 AM,12:15 PM,30,0
MATH 93990 08,1082 125,11668,Research Seminar,"Hind,Richard",R,12:30 PM,1:45 PM,30,0
MATH 93990 09,1082 125,11669,Research Seminar,"Hind,Richard",R,2:00 PM,3:15 PM,30,0
MATH 93990 10,1082 125,11670,Research Seminar,"Hind,Richard",R,3:30 PM,4:45 PM,30,0
ACMS 63010 01,1082 127,14551,ACMS Colloquium,"Rosenbaum,Robert",MWF,4:30 PM,5:30 PM,19,7
BIOS 10169 07,1082 127,16591,Biology I: Big Questions Mod 1,"Champion,Patricia",MWF,12:50 PM,1:40 PM,75,75
BIOS 10170 07,1082 127,15234,Biology I: Big Questions Mod 2,"Champion,Patricia",MWF,12:50 PM,1:40 PM,75,75
ECON 30010 01,1082 127,10962,Intermediate Micro Theory,"Spence,Forrest",TR,12:30 PM,1:45 PM,122,109
MATH 10350 01,1082 127,11583,Calculus A,"Lim,ChongKeat Arthur",MWF,8:20 AM,9:10 AM,100,83
MATH 10360 01,1082 127,12293,Calculus B,"Moncada Morales,Lizda Nazdira",MWF,11:30 AM,12:20 PM,60,34
MATH 10555 01,1082 127,21936,Calculus Workshop,"Szekelyhidi,Sonja Mapes",TR,5:15 PM,6:05 PM,30,18
ACMS 22550 02,1082 129,13192,Intro Appl Math Mthds Tutorial,"Tong,Guoxiang",T,2:00 PM,2:50 PM,32,24
ACMS 63010 01,1082 129,14551,ACMS Colloquium,"Rosenbaum,Robert",TR,4:30 PM,5:30 PM,19,7
CSE 60641 01,1082 129,11324,Graduate Operating Systems,"Striegel,Aaron",TR,9:30 AM,10:45 AM,40,22
MATH 10250 03,1082 129,11010,Elements of Calculus I,"Kjuchukova,Alexandra",MWF,12:50 PM,1:40 PM,65,58
MATH 12350 42,1082 129,13332,Calculus A Tutorial,"Eaknipitsari,Sorawit",R,2:00 PM,2:50 PM,30,26
MATH 12350 71,1082 129,15268,Calculus A Tutorial,"Zhong,Xiyan",R,12:30 PM,1:20 PM,42,32
MATH 20550 03,1082 129,11612,Calculus III,"Edelen,Nicholas",MWF,5:05 PM,5:55 PM,70,10
MATH 20610 01,1082 129,11012,Linear Algebra,"Khalili Samani,Elahe",MWF,9:25 AM,10:15 AM,30,19
MATH 20630 01,1082 129,11435,Introduction to Math Reasoning,"Diller,Jeffrey",MWF,8:20 AM,9:10 AM,45,14
MATH 30650 01,1082 129,11016,Differential Equations,"Hall,Brian",MWF,10:30 AM,11:20 AM,66,54
EALK 10111 02,1082 229,18170,First Year Korean I,"Kang,Hana",TR,2:00 PM,2:50 PM,15,12
MATH 10550 05,1082 229,12567,Calculus I,"Mulholland,Kathryn",MWF,11:30 AM,12:20 PM,39,34
MATH 20550 06,1082 229,12782,Calculus III,"Mulholland,Brian",F,12:50 PM,1:40 PM,40,40
MATH 30210 01,1082 229,11197,Intro to Operations Research,"Galvin,David",MWF,3:30 PM,4:20 PM,38,12
MATH 30710 01,1082 229,11436,Algebra,"Migliore,Juan",MWF,10:30 AM,11:20 AM,35,15
MATH 36800 01,1082 229,15452,Introduction to Math Research,"Schreiner,Bridget",R,3:30 PM,4:20 PM,7,4
MATH 43900 01,1082 229,12215,Problem Solving in Math,"Jorza,Andrei",T,3:30 PM,4:20 PM,16,15
MATH 60210 01,1082 229,11018,Basic Algebra I,"Dyer,Matthew",TR,11:00 AM,12:15 PM,25,7
MATH 60350 01,1082 229,11019,Basic Real Analysis I,"Misiolek,Gerard",MWF,9:25 AM,10:15 AM,25,13
MATH 60370 01,1082 229,11020,Basic Complex Analysis I,"Szekelyhidi,Gabor",TR,12:30 PM,1:45 PM,25,13
MATH 80210 01,1082 229,13341,Moduli of Curves,"Janda,Felix",MW,2:00 PM,3:15 PM,20,9
ACMS 60875 01,1082 231,14330,Stat Methods in Data Mining,"Li,Jun",TR,9:30 AM,10:45 AM,31,30
CBE 32370 01,1082 231,20021,Phase Equilib & Sep - Tutorial,"Phillip,William",R,2:00 PM,2:50 PM,60,49
MATH 10120 01,1082 231,11428,Finite Mathematics,"Pilkington,Anne",MWF,10:30 AM,11:20 AM,60,26
MATH 10450 01,1082 231,12911,Glynn Mathematics Seminar I,"Polini,Claudia",MW,3:30 PM,4:45 PM,49,12
MATH 12550 21,1082 231,11602,Calculus I Tutorial,"Gimenez,Harrison",T,2:00 PM,2:50 PM,35,33
MATH 12550 22,1082 231,11603,Calculus I Tutorial,"Riva,Lorenzo",T,11:00 AM,11:50 AM,33,31
MATH 12550 72,1082 231,21707,Calculus I Tutorial,"Nandakumaran,Vishnu",T,12:30 PM,1:20 PM,35,10
MATH 20580 01,1082 231,10489,Intro Linear Alg and Diff Eqtn,"Raicu,Claudiu",MWF,8:20 AM,9:10 AM,65,29
MATH 20580 02,1082 231,11615,Intro Linear Alg and Diff Eqtn,"Raicu,Claudiu",MWF,9:25 AM,10:15 AM,65,46
MATH 20580 03,1082 231,14496,Intro Linear Alg and Diff Eqtn,"Rabinovich,Eugene",MWF,12:50 PM,1:40 PM,65,36
MATH 22550 21,1082 231,11618,Calculus III Tutorial,"Scalamandre,Matthew",R,11:00 AM,11:50 AM,29,28
MATH 30750 01,1082 231,11437,Real Analysis,"Gursky,Matthew",MWF,11:30 AM,12:20 PM,35,11
AMST 12100 04,1085 114,14196,Intro Discussion,"Corrielus,Marven",F,11:35 AM,12:25 PM,15,9
MGA 60201 01,1085 114,20300,Foundations of Sustainable Dev,"Winters,Paul",M,8:00 AM,10:45 AM,20,19
PHYS 12320 03,1085 114,10356,Eng. Physics II Tutorial,"Castells,Sergi",T,9:30 AM,10:20 AM,25,17
PHYS 12320 05,1085 114,10358,Eng. Physics II Tutorial,"Rufino,Javier",T,11:00 AM,11:50 AM,25,23
PHYS 12320 07,1085 114,10360,Eng. Physics II Tutorial,"Rivero,Fabio",T,12:30 PM,1:20 PM,26,25
PHYS 12320 11,1085 114,11676,Eng. Physics II Tutorial,"Rivero,Fabio",T,2:00 PM,2:50 PM,26,25
PHYS 12320 13,1085 114,13607,Eng. Physics II Tutorial,"Rivero,Fabio",T,3:30 PM,4:20 PM,25,25
PHYS 12320 15,1085 114,13606,Eng. Physics II Tutorial,"Rivero,Fabio",T,5:05 PM,5:55 PM,25,25
THEO 10002 06,1085 114,19921,Found of Theo: Biblcl Historcl,"Roumas,Sarah",MW,11:00 AM,12:15 PM,30,29
AMST 22100 01,1085 323,12603,Intro Discussion,"Moulton,Gavin",F,12:50 PM,1:40 PM,17,16
FYS 10101 52,1085 323,14003,Moreau First Year Experience,"Sachire,Cindy",F,9:25 AM,10:15 AM,19,19
HIST 22350 01,1085 323,16108,Global Catholicism Tutorial,"Roberts,Samuel",F,10:30 AM,11:20 AM,15,15
HIST 22350 02,1085 323,16109,Global Catholicism Tutorial,"Roberts,Samuel",F,11:35 AM,12:25 PM,15,14
AMST 22100 02,1085 524,12604,Intro Discussion,"Corrielus,Marven",F,12:50 PM,1:40 PM,18,18
ENGL 13186 09,1085 524,14813,Literature University Seminar,"Abram,Christopher",TR,9:30 AM,10:45 AM,16,16
IRLL 13186 01,1085 524,11426,Literature University Seminar,"McQuillan,Peter",TR,12:30 PM,1:45 PM,16,16
PHIL 30304 01,1085 524,15324,Gateway Seminar,"Cutter,Brian",TR,2:00 PM,3:15 PM,16,9
AMST 12100 01,1085 625,13230,Intro Discussion,"Carlson,Kristen",F,12:50 PM,1:40 PM,15,15
AMST 47909 01,1085 625,15987,The Senior Thesis,"Gurel,Perin",MW,9:30 AM,10:45 AM,10,10
GE 13186 01,1085 625,16328,Literature University Seminar,"Hosle,Vittorio",TR,3:30 PM,4:45 PM,16,13
HIST 22085 01,1085 625,19801,History of Food Tutorial,"Carlson,Chester",F,10:30 AM,11:20 AM,15,14
HIST 22085 02,1085 625,19800,History of Food Tutorial,"Carlson,Chester",F,11:30 AM,12:20 PM,16,16
HIST 30976 01,1085 625,17408,Global History,"Fernandez-Armesto,Felipe",TR,12:30 PM,1:45 PM,18,9
AMST 12100 02,1085 725,13745,Intro Discussion,"Shelton,Marie",F,12:50 PM,1:40 PM,15,14
AMST 22100 03,1085 725,13746,Intro Discussion,"Carlson,Kristen",F,11:35 AM,12:25 PM,15,12
FYS 10101 128,1085 725,15958,Moreau First Year Experience,"Borders,Patrick",R,12:30 PM,1:20 PM,19,19
PHIL 13195 03,1085 725,11492,Honors Philosophy Seminar,"Roeber,Daniel",TR,9:30 AM,10:45 AM,17,11
PHIL 13195 04,1085 725,14449,Honors Philosophy Seminar,"Cutter,Brian",TR,11:00 AM,12:15 PM,17,17
AMST 12100 03,1085 824,13807,Intro Discussion,"Moulton,Gavin",F,11:35 AM,12:25 PM,15,11
ENGL 13186 14,1085 824,18176,Literature University Seminar,"Newman,Ian",TR,3:30 PM,4:45 PM,16,15
ENGL 90013 01,1085 824,12133,Graduate Fiction Workshop,"Van Der Vliet Oloomi,Azareen",M,3:30 PM,6:15 PM,12,8
FYS 10101 56,1085 824,14067,Moreau First Year Experience,"Tardy,Melvin",T,2:00 PM,2:50 PM,19,19
FYS 10101 69,1085 824,14015,Moreau First Year Experience,"Willerton,Ryan",R,2:00 PM,2:50 PM,19,19
AMST 22100 04,1085 925,13808,Intro Discussion,"Shelton,Marie",F,11:35 AM,12:25 PM,15,14
ENGL 13186 11,1085 925,14814,Literature University Seminar,"Robles,Francisco",TR,11:00 AM,12:15 PM,16,16
ENGL 13186 15,1085 925,18329,Literature University Seminar,"Kilbane,Matthew",TR,12:30 PM,1:45 PM,16,16
EURO 30009 01,1085 925,20848,European Theatre,"Dean,Julian",M,9:25 AM,10:15 AM,16,11
POLS 60692 01,1085 925,20445,Confronting Democracy,"Deneen,Patrick",W,3:30 PM,6:15 PM,14,8
ALHN 13950 07,1086 346,18532,Honors Seminar,"Jensen,Lionel",TR,11:00 AM,12:15 PM,14,13
ECON 32340 02,1086 346,17286,Stats for Economics Tutorial,"Zhang,Zhicheng",F,12:50 PM,1:40 PM,24,19
FYS 10101 65,1086 346,14045,Moreau First Year Experience,"Griffith,David",M,9:25 AM,10:15 AM,19,19
FYS 10101 70,1086 346,14059,Moreau First Year Experience,"Stankiewicz,Kaitlyn",W,9:25 AM,10:15 AM,19,18
CE 21110 04,1088 154,18435,Planet Earth Laboratory,"Simonetti,Antonio",F,2:20 PM,4:14 PM,20,12
CE 60520 01,1088 154,17738,Soil-Structure Interaction,"Khasawneh,Yazen",MW,8:00 AM,9:15 AM,9,7
CE 60282 01,1088 161,21590,Lightweight Struct Materials,"Walsh,Kevin",TR,11:00 AM,12:15 PM,3,3
CE 60635 01,1088 161,20202,High Temp Geochemistry,"Neal,Clive",TR,12:30 PM,1:45 PM,10,2
EE 41455 01,1088 251,15229,Control Systems Laboratory,"Antsaklis,Panos",R,3:00 PM,6:00 PM,30,5
AME 30341 01,1088 356,11453,Aerospace Structures,"Johnson,Emily",TR,12:30 PM,1:45 PM,50,31
AME 40431 01,1088 356,10600,Gas Turbines and Propulsion,"Morris,Scott",TR,2:00 PM,3:15 PM,50,29
AME 60611 01,1088 356,10855,Mathematical Methods I,"Zabaras,Nicholas",MWF,10:30 AM,11:20 AM,40,30
BIOS 30410 01,1088 356,14916,Cellular Neurobiology,"Smith,Cody",TR,9:30 AM,10:45 AM,35,34
EE 32344 02,1088 356,10966,Signals & Systems: Recitation,"Fuja,Thomas",R,4:00 PM,5:00 PM,54,40
MATH 10350 03,1088 356,11585,Calculus A,"Khalili Samani,Elahe",MWF,12:50 PM,1:40 PM,65,52
POLS 10400 01,1088 356,14314,World Politics: Intro to Comp,"McAdams,A. James",MW,9:25 AM,10:15 AM,60,47
CBE 30355 01,1088 356A,10941,Transport Phenomena I,"Leighton,David",TR,11:00 AM,12:15 PM,48,15
CBE 30370 01,1088 356A,20024,Phase Equilib & Separations,"Phillip,William",MWF,11:30 AM,12:20 PM,60,49
CBE 60542 01,1088 356A,10670,Math Methods Engineering I,"Chang,Hsueh-Chia",TR,9:30 AM,10:45 AM,35,31
CE 62400 01,1088 356A,12784,Envrnmtal Fluid Dynamics Pract,"Fernando,Harindra",F,12:50 PM,1:40 PM,19,17
